1	14.23506855976709	ATL
2	14.114900821268213	ORD
3	13.884707275339908	DFW
4	13.696513035116789	DEN
5	13.645240489382132	LAX
6	13.540715753466065	PHX
7	13.478729273592725	IAH
8	13.401788958646266	LAS
9	13.353632228879214	DTW
10	13.206983898574588	EWR
11	13.187742794889445	MSP
12	13.180598322687423	SLC
13	13.150297559694383	SFO
14	13.081026667107299	MCO
15	13.052565181730886	CLT
16	13.032707780271206	BOS
17	13.025471347133992	JFK
18	13.016665026908962	LGA
19	12.908759181415304	SEA
20	12.884788696435136	BWI
21	12.846617780924916	CVG
22	12.84084626248995	PHL
23	12.777439122898258	SAN
24	12.73835834579364	MDW
25	12.692438554582976	DCA
26	12.648229630954251	IAD
27	12.634674685239576	MEM
28	12.582153569483502	TPA
29	12.504587085468991	CLE
30	12.457826977039465	OAK
31	12.434366909121952	FLL
32	12.37385992288034	RDU
33	12.373064805199103	STL
34	12.362028837296494	MIA
35	12.35329365627982	MCI
36	12.341599545804277	HNL
37	12.304944656294797	SJC
38	12.297082683873537	BNA
39	12.279671559564365	PDX
40	12.240778373769189	HOU
41	12.23987485893864	SMF
42	12.201190748438567	DAL
43	12.145053258304127	AUS
44	12.132555268171776	SNA
45	12.042093827383935	SAT
46	12.041457402655032	PIT
47	11.982841590387615	IND
48	11.932865306832705	ABQ
49	11.88341258017872	ONT
50	11.856181780459067	MSY
51	11.81465836064467	CMH
52	11.768753027057919	MKE
53	11.754961425536262	JAX
54	11.68982401044993	BUR
55	11.658583037392592	BDL
56	11.566598924516004	PBI
57	11.536759172221625	TUS
58	11.52941870069729	OMA
59	11.510141593593612	RSW
60	11.489001556850855	BUF
61	11.480732797148027	OKC
62	11.475379348896258	RNO
63	11.406853585241857	TUL
64	11.393308248231683	PVD
65	11.374191993537472	BHM
66	11.343346376985751	OGG
67	11.343144939670585	SJU
68	11.32623437565833	SDF
69	11.269834275846323	ELP
70	11.215381591079769	MHT
71	11.20446909330197	RIC
72	11.20146969093334	ANC
73	11.130258493138042	ORF
74	11.084201965284862	BOI
75	11.060384472475045	DSM
76	11.046451598774738	COS
77	11.018170021381732	GRR
78	10.995494742152102	LIT
79	10.991982163015953	ROC
80	10.984716285593358	GEG
81	10.971142227748963	DAY
82	10.929511227061862	FAT
83	10.92415631759022	CHS
84	10.903255088818101	LGB
85	10.886576749948699	LIH
86	10.882527706063392	ICT
87	10.881400055966452	KOA
88	10.877896237744931	ALB
89	10.877650887600737	GSO
90	10.867901559592012	SAV
91	10.855377061650147	XNA
92	10.843436215560919	TYS
93	10.825581413637233	MSN
94	10.816613281067127	SBA
95	10.786138767366046	JAN
96	10.769263634169105	GSP
97	10.769137408730304	SYR
98	10.748153380734983	PSP
99	10.667372747601416	HPN
100	10.634580595510828	ISP
101	10.578979797857352	SGF
102	10.571778357097207	CAE
103	10.545815010766098	HSV
104	10.540672662176004	CID
105	10.526453655972313	LEX
106	10.51588552591052	PNS
107	10.489995622606362	BTR
108	10.422935893593005	CAK
109	10.4168200315133	MLI
110	10.389364530938154	ITO
111	10.364797248830204	SHV
112	10.358758182179798	LBB
113	10.332766838743547	GRB
114	10.330518438558853	MRY
115	10.326792578772624	FNT
116	10.323611361652953	MDT
117	10.276567200500137	GPT
118	10.273118207635076	PWM
119	10.232035618540193	AMA
120	10.205035547224519	MAF
121	10.182217171089883	BTV
122	10.154518607337229	SRQ
123	10.14203190042636	VPS
124	10.104589972973457	SBP
125	10.062881604686378	FWA
126	10.059379572493102	FSD
127	10.055435808808186	MOB
128	10.031616880246656	MYR
129	10.026368681911944	EUG
130	10.024642674092595	MFR
131	10.016235712227882	ATW
132	9.994789710942914	CRP
133	9.986218950133592	PHF
134	9.976784481597585	EVV
135	9.921965773781901	PIA
136	9.894598158690211	ASE
137	9.885323581908457	LFT
138	9.87302834505142	ABE
139	9.862040362621954	SBN
140	9.849823027950436	SWF
141	9.839695419448349	TLH
142	9.821680789832037	GJT
143	9.819725436430797	BZN
144	9.817548327858471	BFL
144	9.817548327858471	FAI
146	9.802948727157515	FAR
147	9.775370049755686	HRL
148	9.757131416174783	RAP
149	9.752839066197039	AZO
150	9.746775261248594	BIL
151	9.737846105993372	GRK
152	9.720285608314866	BMI
153	9.713355573650196	JNU
154	9.712750686140826	CHA
155	9.703449989936393	MFE
156	9.673067592251142	TVC
157	9.667385400057526	LAN
158	9.604407435131979	AVL
159	9.590282522853261	MGM
160	9.570598887246268	RST
161	9.557469903071384	DRO
162	9.544739031650487	ACV
163	9.535968306842717	YUM
164	9.525151111816216	JAC
165	9.519147726042911	LNK
166	9.51259080860336	PFN
167	9.50181524266666	ROA
168	9.499346567390095	ILM
169	9.486000469200638	MSO
170	9.481435640823564	RDM
171	9.47378098005493	BGR
172	9.452501929126154	DAB
173	9.439704535103449	CRW
174	9.43460329655831	SGU
175	9.434443462785092	CPR
176	9.422382530219219	MBS
177	9.399637542506563	EGE
178	9.388821229384199	IDA
179	9.351145248567203	FCA
180	9.308374112247549	SUN
181	9.301825062098361	STT
182	9.263501920090414	MLU
183	9.242517103671403	BIS
184	9.241548299100376	CMI
185	9.240675571772256	FSM
186	9.233470789365038	MOD
187	9.22631214148588	ABI
188	9.206834232646894	AEX
189	9.197153810172008	PSC
190	9.189627330378642	AVP
191	9.164610520270008	HDN
192	9.161780181360806	GTF
193	9.158836529109067	MTJ
194	9.144200569471638	CLD
195	9.113499020526627	LAW
196	9.085910293598007	KTN
197	9.052984561199976	LRD
198	9.046644279305394	LSE
199	9.0442857876461	AGS
200	9.022563964499264	SPS
