ABE	XE	2.8894	16247.0	5623
ABE	TW	4.0888	4097.0	1002
ABE	US	4.7324	144963.0	30632
ABE	NW	4.8079	83490.0	17365
ABE	AA	5.3688	8472.0	1578
ABE	PI	5.562	673.0	121
ABE	EA	6.8985	21337.0	3093
ABE	9E	9.8733	17772.0	1800
ABE	OH	9.8771	53465.0	5413
ABE	DH	10.0352	27948.0	2785
ABI	US	0.0	0.0	1
ABI	XE	1.3611	196.0	144
ABI	MQ	7.5751	133019.0	17560
ABI	OO	8.6612	12628.0	1458
ABI	EV	13.75	55.0	4
ABI	AA	36.5	73.0	2
ABQ	TZ	0.0	0.0	1
ABQ	YV	3.3849	897.0	265
ABQ	PS	4.1103	1118.0	272
ABQ	F9	4.4551	10710.0	2404
ABQ	CO	4.6417	184060.0	39654
ABQ	PA (1)	4.9231	256.0	52
ABQ	TW	5.7286	116205.0	20285
ABQ	US	5.8907	84903.0	14413
ABQ	HP	5.9694	255771.0	42847
ABQ	DL	6.5868	446930.0	67852
ABY	EV	11.611	87791.0	7561
ABY	OH	21.7455	1196.0	55
ACK	AA	8.75	175.0	20
ACK	CO	21.8304	2445.0	112
ACK	XE	27.2046	31911.0	1173
ACK	OH	29.3878	2880.0	98
ACK	B6	47.7322	11408.0	239
ACT	MQ	5.4127	88768.0	16400
ACT	OO	7.1934	15804.0	2197
ACV	OO	13.3134	292722.0	21987
ACV	UA	26.7895	509.0	19
ACY	US	4.4362	20992.0	4732
ACY	OH	6.7818	16134.0	2379
ACY	DH	6.7937	2996.0	441
ACY	EV	22.7791	21549.0	946
ACY	MQ	106.0	106.0	1
ADK	AS	29.892	15783.0	528
ADQ	AS	11.3655	102403.0	9010
AEX	XE	5.9745	43357.0	7257
AEX	MQ	13.1956	25573.0	1938
AEX	EV	13.8991	100824.0	7254
AGS	US	3.0332	14629.0	4823
AGS	PI	4.3238	4821.0	1115
AGS	CO	5.7143	80.0	14
AGS	DL	6.7258	183010.0	27210
AGS	OH	7.4548	2229.0	299
AGS	YV	10.2	714.0	70
AGS	EV	14.7361	215914.0	14652
AGS	XE	16.5756	32687.0	1972
AKN	AS	13.5117	74071.0	5482
ALB	AA	5.5386	135453.0	24456
ALB	PI	5.965	11065.0	1855
ALB	NW	6.2535	161610.0	25843
ALB	US	6.9225	620456.0	89629
ALB	EA	7.3611	20427.0	2775
ALB	ML (1)	7.7	77.0	10
ALB	YV	8.2988	5693.0	686
ALB	WN	8.703	275207.0	31622
ALB	OH	8.9552	36152.0	4037
ALB	DL	9.9195	341974.0	34475
ALO	NW	3.1032	1353.0	436
ALO	TW	5.9444	642.0	108
ALO	9E	14.4731	7251.0	501
AMA	DL	4.4054	39468.0	8959
AMA	EV	4.6841	9963.0	2127
AMA	AA	4.9381	82901.0	16788
AMA	WN	7.0018	482738.0	68945
AMA	CO	8.3515	8719.0	1044
AMA	XE	8.5674	59955.0	6998
AMA	MQ	9.8087	172104.0	17546
AMA	OO	85.0	85.0	1
ANC	NW	6.5125	121452.0	18649
ANC	HA	6.6667	80.0	12
ANC	DL	8.8764	356360.0	40147
ANC	UA	9.3235	207868.0	22295
ANC	AS	9.5845	2530439.0	264013
ANC	TW	9.7795	14992.0	1533
ANC	CO	10.9034	109405.0	10034
ANC	HP	12.5355	26337.0	2101
ANC	US	15.7449	27034.0	1717
ANC	F9	17.4536	13352.0	765
ANI	AS	10.9718	4674.0	426
APF	PI	3.2026	2924.0	913
APF	MQ	5.9503	2035.0	342
APF	EV	13.0991	32001.0	2443
ASE	YV	15.1367	77485.0	5119
