ATL	CVG	EV	19.0219	20011.0	1052
ATL	CVG	OO	41.4516	6425.0	155
ATL	DAB	FL	10.0423	10916.0	1087
ATL	DAB	DL	10.2571	26535.0	2587
ATL	DAB	EV	22.4215	29148.0	1300
ATL	DAY	9E	4.8438	155.0	32
ATL	DAY	OO	7.5229	1151.0	153
ATL	DAY	FL	10.4392	30639.0	2935
ATL	DAY	DL	13.3023	25567.0	1922
ATL	DAY	EV	15.1864	30221.0	1990
ATL	DAY	OH	28.0819	4802.0	171
ATL	DCA	DL	12.1438	107303.0	8836
ATL	DCA	FL	14.3188	50259.0	3510
ATL	DCA	EV	16.6667	500.0	30
ATL	DCA	9E	76.5	306.0	4
ATL	DEN	F9	8.8151	22364.0	2537
ATL	DEN	OO	10.0	10.0	1
ATL	DEN	FL	12.0465	31598.0	2623
ATL	DEN	DL	13.1968	59742.0	4527
ATL	DEN	UA	13.7734	10027.0	728
ATL	DEN	YV	23.9231	7464.0	312
ATL	DFW	DL	13.0638	78997.0	6047
ATL	DFW	FL	14.136	66637.0	4714
ATL	DFW	AA	17.6917	119260.0	6741
ATL	DFW	OO	18.5753	1356.0	73
ATL	DFW	EV	18.8205	734.0	39
ATL	DFW	OH	74.0	222.0	3
ATL	DHN	EV	20.0193	54973.0	2746
ATL	DSM	OO	17.7273	975.0	55
ATL	DSM	EV	19.7523	38438.0	1946
ATL	DSM	OH	28.3765	2412.0	85
ATL	DTW	FL	13.4078	35182.0	2624
ATL	DTW	DL	13.5819	34892.0	2569
ATL	DTW	NW	14.0637	51403.0	3655
ATL	DTW	EV	15.1795	24439.0	1610
ATL	DTW	OO	18.0	2484.0	138
ATL	DTW	OH	25.5	306.0	12
ATL	EGE	DL	8.8579	1745.0	197
ATL	ELP	DL	13.3805	15508.0	1159
ATL	ERI	EV	24.2744	10705.0	441
ATL	EVV	EV	17.4989	40895.0	2337
ATL	EVV	OH	63.5	127.0	2
ATL	EWN	EV	16.1187	20229.0	1255
ATL	EWR	XE	13.7809	4906.0	356
ATL	EWR	DL	21.8949	120838.0	5519
ATL	EWR	FL	26.831	90796.0	3384
ATL	EWR	CO	30.0841	134837.0	4482
ATL	EWR	OH	46.0	5336.0	116
ATL	EWR	EV	49.5356	17387.0	351
ATL	EYW	EV	21.8123	39982.0	1833
ATL	FAY	EV	20.5691	79726.0	3876
ATL	FCA	DL	6.9348	319.0	46
ATL	FLL	DL	11.5619	84864.0	7340
ATL	FLL	FL	14.2737	91209.0	6390
ATL	FLL	OH	47.0	47.0	1
ATL	FLO	EV	20.1481	23130.0	1148
ATL	FNT	FL	10.687	27968.0	2617
ATL	FNT	EV	18.2038	56996.0	3131
ATL	FSD	EV	17.7167	6378.0	360
ATL	FSD	OH	21.1081	2343.0	111
ATL	FSM	EV	17.6431	15967.0	905
ATL	FWA	EV	19.6823	34818.0	1769
ATL	FWA	OH	27.8519	752.0	27
ATL	GNV	EV	22.9132	80471.0	3512
ATL	GPT	FL	9.4067	12558.0	1335
ATL	GPT	DL	11.9563	7927.0	663
ATL	GPT	EV	17.225	56274.0	3267
ATL	GRB	EV	22.3265	6564.0	294
ATL	GRB	OH	23.9915	2831.0	118
ATL	GRK	EV	19.7696	25404.0	1285
ATL	GRR	EV	19.7465	50077.0	2536
ATL	GRR	OH	25.8235	439.0	17
ATL	GSO	9E	13.1579	750.0	57
ATL	GSO	DL	13.4524	19627.0	1459
ATL	GSO	OO	15.7273	1211.0	77
ATL	GSO	EV	18.3405	44384.0	2420
ATL	GSO	OH	22.5369	20148.0	894
ATL	GSP	DL	11.8914	13140.0	1105
ATL	GSP	OO	12.849	9958.0	775
ATL	GSP	9E	13.428	3357.0	250
ATL	GSP	EV	14.5677	26484.0	1818
ATL	GSP	OH	19.8507	4387.0	221
ATL	GTR	EV	17.3801	30728.0	1768
ATL	HDN	DL	12.1872	2474.0	203
ATL	HHH	EV	27.9589	46943.0	1679
ATL	HNL	DL	17.5756	20458.0	1164
ATL	HOU	OO	12.1667	9855.0	810
ATL	HOU	DL	12.358	7353.0	595
ATL	HOU	FL	13.0697	45025.0	3445
ATL	HOU	9E	13.8515	14461.0	1044
ATL	HOU	EV	17.2113	14578.0	847
ATL	HPN	FL	16.4505	30598.0	1860
ATL	HPN	OH	17.7778	320.0	18
ATL	HPN	EV	21.3246	53674.0	2517
ATL	HSV	DL	12.4967	13359.0	1069
ATL	HSV	OO	14.0552	2038.0	145
ATL	HSV	9E	15.5722	3021.0	194
ATL	HSV	EV	16.9303	40091.0	2368
ATL	HSV	OH	19.8632	4648.0	234
ATL	HTS	EV	12.1385	789.0	65
ATL	IAD	DL	12.7517	57115.0	4479
ATL	IAD	FL	14.0748	44575.0	3167
ATL	IAD	9E	15.3933	2740.0	178
ATL	IAD	EV	18.4203	8547.0	464
ATL	IAD	YV	19.544	24899.0	1274
ATL	IAD	OO	28.7857	403.0	14
ATL	IAH	XE	12.5253	17598.0	1405
ATL	IAH	DL	13.3319	30330.0	2275
ATL	IAH	OO	13.4314	8220.0	612
ATL	IAH	9E	13.628	8572.0	629
ATL	IAH	CO	14.6633	55002.0	3751
ATL	IAH	EV	19.2983	12293.0	637
ATL	ICT	FL	13.897	27516.0	1980
ATL	ICT	DL	17.4419	750.0	43
ATL	ICT	EV	20.3718	74683.0	3666
ATL	ILG	EV	23.1515	9932.0	429
ATL	ILM	EV	19.4856	68453.0	3513
ATL	ILM	OH	29.35	4696.0	160
ATL	IND	DL	11.8591	31047.0	2618
ATL	IND	FL	12.843	36474.0	2840
ATL	IND	EV	18.1671	14025.0	772
ATL	IND	OH	26.6481	1439.0	54
ATL	ISO	EV	14.0	98.0	7
ATL	ISP	EV	27.9871	23901.0	854
ATL	JAC	DL	17.065	3413.0	200
ATL	JAN	OO	6.8846	179.0	26
ATL	JAN	DL	12.9987	20382.0	1568
ATL	JAN	EV	17.4566	49123.0	2814
ATL	JAN	9E	20.5349	883.0	43
ATL	JAN	OH	27.5806	1710.0	62
ATL	JAX	DL	10.1164	66121.0	6536
ATL	JAX	FL	10.9162	40652.0	3724
ATL	JAX	OH	68.0	68.0	1
ATL	JFK	DL	22.6202	56641.0	2504
ATL	JFK	OH	27.9585	13476.0	482
ATL	JFK	EV	32.8496	3712.0	113
ATL	LAN	OH	17.7561	1456.0	82
ATL	LAN	EV	31.1034	6314.0	203
ATL	LAS	FL	12.9567	37108.0	2864
ATL	LAS	DL	13.7301	74266.0	5409
ATL	LAS	US	28.1318	14516.0	516
ATL	LAW	EV	13.0068	5723.0	440
ATL	LAX	DL	15.6786	109374.0	6976
ATL	LAX	FL	15.8875	47742.0	3005
ATL	LEX	9E	12.6145	1047.0	83
ATL	LEX	EV	13.1045	23195.0	1770
ATL	LEX	DL	16.4032	11269.0	687
ATL	LEX	OH	20.5745	15328.0	745
ATL	LFT	EV	20.239	37847.0	1870
ATL	LGA	DL	17.8935	169469.0	9471
ATL	LGA	AA	25.6481	59247.0	2310
ATL	LGA	FL	28.2412	184274.0	6525
ATL	LGA	MQ	31.5116	5420.0	172
ATL	LIT	9E	11.8878	1165.0	98
ATL	LIT	DL	14.0509	15175.0	1080
ATL	LIT	EV	19.5278	57646.0	2952
ATL	LIT	OO	20.1954	1757.0	87
ATL	LIT	OH	48.1481	1300.0	27
ATL	LWB	EV	12.2318	4538.0	371
ATL	LYH	EV	16.9506	22985.0	1356
ATL	MCI	OO	9.9495	985.0	99
ATL	MCI	DL	11.7168	51062.0	4358
ATL	MCI	9E	11.8372	2036.0	172
ATL	MCI	FL	13.4727	34342.0	2549
ATL	MCI	EV	19.2857	4185.0	217
ATL	MCI	OH	30.2794	2059.0	68
ATL	MCN	EV	26.2748	42066.0	1601
ATL	MCO	EV	7.3333	44.0	6
ATL	MCO	DL	11.8882	106316.0	8943
ATL	MCO	FL	13.8847	115882.0	8346
ATL	MDT	OH	20.1644	2944.0	146
ATL	MDT	EV	20.9848	64780.0	3087
ATL	MDW	FL	14.6693	76119.0	5189
ATL	MDW	EV	19.9683	25799.0	1292
ATL	MDW	OH	20.944	11226.0	536
ATL	MEI	EV	20.7146	25044.0	1209
ATL	MEM	FL	10.506	34796.0	3312
ATL	MEM	NW	11.9317	16251.0	1362
ATL	MEM	DL	12.478	28138.0	2255
ATL	MEM	EV	16.5122	23728.0	1437
ATL	MEM	9E	21.9524	7376.0	336
ATL	MEM	OH	22.3636	246.0	11
ATL	MEM	OO	23.18	13653.0	589
ATL	MFE	EV	24.1887	16279.0	673
ATL	MGM	EV	21.4898	93803.0	4365
ATL	MHT	EV	20.1036	26778.0	1332
ATL	MHT	OH	43.9634	18025.0	410
ATL	MIA	DL	10.931	68953.0	6308
ATL	MIA	FL	14.1873	36731.0	2589
ATL	MIA	AA	15.826	51830.0	3275
ATL	MKE	DL	11.6475	9120.0	783
ATL	MKE	OO	13.6226	10108.0	742
ATL	MKE	9E	13.9719	2487.0	178
ATL	MKE	FL	15.3973	37554.0	2439
ATL	MKE	EV	19.4833	44422.0	2280
ATL	MKE	OH	38.2222	1032.0	27
ATL	MLB	DL	10.7585	15460.0	1437
ATL	MLB	EV	19.2616	37849.0	1965
ATL	MLI	FL	13.5261	24604.0	1819
ATL	MLI	EV	17.5529	42162.0	2402
ATL	MLU	EV	18.9347	39157.0	2068
ATL	MOB	OO	6.3361	773.0	122
ATL	MOB	9E	6.6458	638.0	96
ATL	MOB	DL	15.8789	12592.0	793
ATL	MOB	EV	19.1999	56467.0	2941
ATL	MOB	OH	23.0	92.0	4
ATL	MSN	OH	2.4	12.0	5
ATL	MSN	EV	22.9722	22306.0	971
ATL	MSP	FL	11.5424	34004.0	2946
ATL	MSP	NW	11.7334	32396.0	2761
ATL	MSP	DL	14.5201	34340.0	2365
ATL	MSP	EV	16.4198	15057.0	917
ATL	MSP	OO	16.5587	16211.0	979
ATL	MSP	OH	20.1256	4327.0	215
ATL	MSY	OH	6.5	65.0	10
ATL	MSY	OO	10.8	162.0	15
ATL	MSY	DL	10.9752	54481.0	4964
ATL	MSY	EV	11.1303	2905.0	261
ATL	MSY	FL	12.0019	37830.0	3152
ATL	MTH	EV	16.3065	2022.0	124
ATL	MTJ	DL	13.6296	368.0	27
ATL	MTJ	OO	15.9333	239.0	15
ATL	MYR	OH	7.2759	211.0	29
